Unnamed: 0.1,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c,image_small
4555,4555,ece3e379-c586-48bd-8742-472b5deccc35,Solar Blast,陽光の突風,False,4,common,"Solar Blast deals 3 damage to any target.
Cycling {1}{R}{R} ({1}{R}{R}, Discard this card: Draw a card.)
When you cycle Solar Blast, you may have it deal 1 damage to any target.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/b/3/b36fc40c-6a68-4192-91d9-2031c7d32e05.jpg?1562937333
4556,4556,e3174070-542f-429e-9149-b572f6614537,Soldevi Adnate,,False,2,common,"{T}, Sacrifice a black or artifact creature: Add an amount of {B} equal to the sacrificed creature's mana value.",Creature — Human Cleric,1.0,2.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/8/b/8b2651b0-1ab2-4d7e-834f-7505797da474.jpg?1562769222
4557,4557,b526962e-be8a-4803-b038-57869bb96751,Soldevi Digger,,False,2,rare,{2}: Put the top card of your graveyard on the bottom of your library.,Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/5/a/5a3a0ab4-e8ef-45fd-9a73-86d1ee30cb48.jpg?1562768715
4558,4558,5baa7abe-5bdf-40ce-9a83-a93b7cae71a3,Soldevi Excavations,,False,0,rare,"If Soldevi Excavations would enter the battlefield, sacrifice an untapped Island instead. If you do, put Soldevi Excavations onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add {C}{U}.
{1}, {T}: Scry 1.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/8/d/8dbda146-ed0a-4bf6-b99d-dc6d59bd9447.jpg?1624811917
4559,4559,cd444267-712c-450f-a349-e27faf4f4c7c,Soldevi Golem,,False,4,rare,"Soldevi Golem doesn't untap during your untap step.
At the beginning of your upkeep, you may untap target tapped creature an opponent controls. If you do, untap Soldevi Golem.",Artifact Creature — Golem,5.0,3.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/6/4/64d35e88-81d3-4a54-aa79-190615abc616.jpg?1562913665
4560,4560,eed353a6-757d-47f6-a118-b951ccf95600,Soldevi Heretic,,False,3,common,"{W}, {T}: Prevent the next 2 damage that would be dealt to target creature this turn. Target opponent may draw a card.",Creature — Human Cleric,2.0,2.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/4/d46accc8-b926-4443-bc12-dfd5870b2d2e.jpg?1562770615
4561,4561,06600efe-1718-4cc1-b1c0-59c82e2efd73,Soldevi Machinist,,False,2,uncommon,{T}: Add {C}{C}. Spend this mana only to activate abilities of artifacts.,Creature — Human Wizard Artificer,1.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/1/f/1f0999df-2f94-499e-b9af-fe377d515400.jpg?1587911687
4562,4562,1f612df3-53b6-4317-9d63-1f903ee3f0c4,Soldevi Sage,ソルデヴィの賢人,False,2,uncommon,"{T}, Sacrifice two lands: Draw three cards, then discard one of them.",Creature — Human Wizard,1.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/2/6/268c3726-0e2d-40df-811d-2cdf6b328ea3.jpg?1562815720
4563,4563,d2a61132-d881-4c80-92f1-a151d835832a,Soldevi Sentry,,False,1,common,"{1}: Choose target opponent. Regenerate Soldevi Sentry. When it regenerates this way, that player may draw a card.",Artifact Creature — Soldier,1.0,1.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/8/5/85976b5c-4eed-4cf9-b2b0-a8421a97ab2a.jpg?1562769218
4564,4564,227ed0b7-7a9a-41f1-a190-1d1b85a44720,Soldevi Simulacrum,,False,4,uncommon,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{1}: Soldevi Simulacrum gets +1/+0 until end of turn.",Artifact Creature — Soldier,2.0,4.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/9/f/9fabc7b6-e766-4e3c-816e-04cfeceaff09.jpg?1562924824
4565,4565,935728dd-ad97-47a9-97ca-068af7960d07,Soldevi Steam Beast,,False,5,common,"Whenever Soldevi Steam Beast becomes tapped, target opponent gains 2 life.
{2}: Regenerate Soldevi Steam Beast.",Artifact Creature — Beast,4.0,2.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/e/a/ead79d2c-170e-4106-962d-d69c4b5fead0.jpg?1562770654
4566,4566,8b2367b3-3a8d-442f-8d58-6e4c03fa5a46,Soldier of Fortune,,False,1,uncommon,"{R}, {T}: Target player shuffles their library.",Creature — Human Mercenary,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/3/7/37c05f46-2081-4ebb-a758-894ac040ea2a.jpg?1562768246
4567,4567,6053a192-fcf9-4b06-9f46-e84eaadaa882,Solfatara,硫黄の噴気孔,False,3,common,"Target player can't play lands this turn.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/c/5/c5d4bd6f-b019-4594-aa41-138fa58ba529.jpg?1587913286
4568,4568,7b094a2b-2b69-4a9b-9829-c1aabc53f75e,Solidarity,結束,False,4,common,Creatures you control get +0/+5 until end of turn.,Instant,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/c/5/c5e1589a-ec4f-47a4-b758-ada7f49ffb8f.jpg?1562445198
4569,4569,d41ab41d-07c8-4f6d-be5e-7aec9f5f6365,Solitary Confinement,独房監禁,False,3,rare,"At the beginning of your upkeep, sacrifice Solitary Confinement unless you discard a card.
Skip your draw step.
You have shroud. (You can't be the target of spells or abilities.)
Prevent all damage that would be dealt to you.",Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/e/7/e7a8eb7a-eb3f-405e-8f44-d8ea64d76386.jpg?1562632427
4570,4570,765017e5-b43d-4c77-a9a9-0fcf0c0cd098,Soltari Champion,サルタリーのチャンピオン,False,3,rare,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Champion attacks, other creatures you control get +1/+1 until end of turn.",Creature — Soltari Soldier,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/a/1/a112edf3-c976-426c-a407-e86255586e41.jpg?1562596898
4571,4571,39e01990-9928-440c-a5c3-82aea29e2cd0,Soltari Crusader,サルタリーの聖戦士,False,3,uncommon,"Shadow (This creature can block or be blocked by only creatures with shadow.)
{1}{W}: Soltari Crusader gets +1/+0 until end of turn.",Creature — Soltari Knight,2.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/6/c/6cd07471-b216-465c-9946-1eac689db32e.jpg?1562054468
4572,4572,a8211eb1-332d-41c0-8086-4a18cd7a5832,Soltari Emissary,サルタリーの使者,False,2,rare,{W}: Soltari Emissary gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.),Creature — Soltari Soldier,2.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/a/1/a18751d3-052b-4ae5-ba07-16f00a1af40e.jpg?1562055471
4573,4573,6ccb3ac8-0509-431b-a196-d3cbf4fa80ae,Soltari Foot Soldier,サルタリーの歩兵,False,1,common,Shadow (This creature can block or be blocked by only creatures with shadow.),Creature — Soltari Soldier,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/3/5/3524d78b-d120-46ff-83e3-c502589fd5ba.jpg?1562907491
4574,4574,37da03c2-c03e-453c-8fbf-e1039faceb8c,Soltari Guerrillas,サルタリーのゲリラ,False,4,rare,"Shadow (This creature can block or be blocked by only creatures with shadow.)
{0}: The next time Soltari Guerrillas would deal combat damage to an opponent this turn, it deals that damage to target creature instead.",Creature — Soltari Soldier,3.0,2.0,True,False,False,True,False,False,https://cards.scryfall.io/small/front/1/b/1b683571-6ac5-4d65-99a6-981755ed4764.jpg?1562052792
4575,4575,d2cbd71a-841b-4ff2-a794-247a030e0233,Soltari Lancer,サルタリーの槍騎兵,False,3,common,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Soltari Lancer has first strike as long as it's attacking.",Creature — Soltari Knight,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/a/b/ab4b6c91-dd07-4d39-bd36-6fbf28e7698e.jpg?1562055920
4576,4576,5fed5377-07cf-4ad9-86fd-1efe1f182088,Soltari Monk,サルタリーの修道士,False,2,uncommon,"Protection from black
Shadow (This creature can block or be blocked by only creatures with shadow.)",Creature — Soltari Monk Cleric,2.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/5/4/54e0d969-3e4d-4ff9-8bda-3a6ac8df01b2.jpg?1562054222
4577,4577,f8c9cb9f-3a37-4004-9cde-f51ca5579e1a,Soltari Priest,サルタリーの僧侶,False,2,uncommon,"Protection from red
Shadow (This creature can block or be blocked by only creatures with shadow.)",Creature — Soltari Cleric,2.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/3/5/35a71390-3fa8-43eb-ad86-67de2a7aeab8.jpg?1562053297
4578,4578,501109bb-3406-41d8-9433-a100e494f938,Soltari Trooper,サルタリーの強兵,False,2,common,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Trooper attacks, it gets +1/+1 until end of turn.",Creature — Soltari Soldier,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/3/2/32f74aa3-4003-4f53-b774-22b111935391.jpg?1562053287
4579,4579,7971f5c2-97b7-441f-ad77-954f43ede0a1,Soltari Visionary,サルタリーの幻想家,False,3,common,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Visionary deals damage to a player, destroy target enchantment that player controls.",Creature — Soltari Cleric,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/1/a/1a3ae384-7b60-4264-9dc1-1613917168ca.jpg?1562087352
4580,4580,86541bba-7db8-4893-addf-8a4a42168ce4,Somnophore,睡魔,False,4,rare,"Flying
Whenever Somnophore deals damage to a player, tap target creature that player controls. That creature doesn't untap during its controller's untap step for as long as Somnophore remains on the battlefield.",Creature — Illusion,2.0,2.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/c/3/c35aa7a8-5579-46b7-83ef-f5ecc2b31847.jpg?1562936285
4581,4581,ab4b6524-3667-4db3-b5cb-1b02ee944906,Song of Blood,血の歌,False,2,common,"Mill four cards. Whenever a creature attacks this turn, it gets +1/+0 until end of turn for each creature card put into your graveyard this way.",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/4/4497a1d7-6604-4f2d-9484-1f1d77a6228f.jpg?1562277457
4582,4582,4c543799-1b72-4f32-a5be-475c0134ac0f,Song of Serenity,静寂の歌,False,2,uncommon,Creatures that are enchanted can't attack or block.,Enchantment,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/2/b/2ba85b2f-37da-4595-9880-8e9f1ddbac09.jpg?1562087373
4583,4583,39419d29-47e7-4d71-953b-96a2e14ae964,Songs of the Damned,忌むべき者の歌,False,1,common,Add {B} for each creature card in your graveyard.,Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/6/c/6cff3547-8c72-439a-91fe-ebe729dab748.jpg?1562915238
4584,4584,eec72bcf-ccbc-43fc-8bdd-7bf4faa1fad7,Songstitcher,歌縫い師,False,1,uncommon,{1}{W}: Prevent all combat damage that would be dealt this turn by target attacking creature with flying.,Creature — Human Cleric,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/e/5/e5488f15-ea0e-447b-8d06-d33565609213.jpg?1562949613
4585,4585,144d42b8-5c44-4a36-9028-75229047e56c,Sonic Burst,音波の炸裂,False,2,common,"As an additional cost to cast this spell, discard a card at random.
Sonic Burst deals 4 damage to any target.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/2/42eeded8-163f-4a85-8bed-4343df43adee.jpg?1562908841
4586,4586,f43c68f1-97ac-47a4-82d3-a41277259388,Sonic Seizure,大音響攻撃,False,1,common,"As an additional cost to cast this spell, discard a card at random.
Sonic Seizure deals 3 damage to any target.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/8/98eb9371-aa20-4790-baf8-a1ad95de39de.jpg?1562631090
4587,4587,54a4bde3-c61f-44ea-bd2f-cdbf6a76eefa,Sootfeather Flock,煤羽の群れ,False,5,common,"Flying
Morph {3}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Bird,3.0,2.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/2/1/216a2ccc-8847-452b-b030-27d8506675bd.jpg?1562901660
4588,4588,1f493e26-a556-4ca0-bb44-5408800ccf82,Soothing Balm,鎮痛剤,False,2,common,Target player gains 5 life.,Instant,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/9/6/96b8f4be-9f4d-4373-8141-a03518ecd38a.jpg?1562382063
4589,4589,517b702a-2c5c-40d7-825e-6c674019b298,Soothsaying,占い,False,1,uncommon,"{3}{U}{U}: Shuffle your library.
{X}: Look at the top X cards of your library, then put them back in any order.",Enchantment,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/e/def384ff-1b6f-4c4f-8151-3c72c29b63ce.jpg?1562383502
4590,4590,0f1c14c5-7a28-47b0-a603-33cc592b00ad,Soraya the Falconer,,False,3,rare,"Bird creatures get +1/+1.
{1}{W}: Target Bird creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",Legendary Creature — Human,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/1/9/19fb3ce2-a660-4829-9af4-330cfd612f06.jpg?1562587051
4591,4591,3e4cb1b2-e2cc-4925-a226-6c6f1501d9c1,Sorceress Queen,魔術師の女王,False,3,rare,{T}: Target creature other than Sorceress Queen has base power and toughness 0/2 until end of turn.,Creature — Human Wizard,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/e/4/e4855db6-570c-4845-9074-a9df7611307a.jpg?1559603836
4592,4592,20370c3b-231f-4d9d-8b6e-f1eb25fa4b5d,Sorcerous Sight,魔術の視界,False,1,common,"Look at target opponent's hand.
Draw a card.",Sorcery,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/e/c/ecfd43dc-e5fd-43bc-babb-fe7ecb6ccd00.jpg?1562448328
4593,4593,3aab67bb-f287-4aa6-a3c5-e850b22dfff6,Soul Barrier,魂の障壁,False,3,common,"Whenever an opponent casts a creature spell, Soul Barrier deals 2 damage to that player unless they pay {2}.",Enchantment,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/f/dfd50e68-2063-4fae-bb56-eb224d43b147.jpg?1687904046
4594,4594,063b0f5d-af27-4681-87b9-b553f6887061,Soul Burn,霊魂焼却,False,3,common,"Spend only black and/or red mana on X.
Soul Burn deals X damage to any target. You gain life equal to the damage dealt, but not more than the amount of {B} spent on X, the player's life total before the damage was dealt, the planeswalker's loyalty before the damage was dealt, or the creature's toughness.",Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/3/a/3a416b4f-a99f-4bd9-935a-85c9fd3c12d0.jpg?1562908691
4595,4595,7041b3d5-c61a-4b94-811c-c5eb9f1ba664,Soul Channeling,魂の交感,False,3,common,"Enchant creature
Pay 2 life: Regenerate enchanted creature.",Enchantment — Aura,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/5/5/55cd09ef-1655-4a62-b6c5-6eda33d2607a.jpg?1562380871
4596,4596,de56a8d9-faeb-4e73-bdc1-cc81a6b6d05c,Soul Charmer,魂の使い手,False,3,common,"Whenever Soul Charmer deals combat damage to a creature, you gain 2 life unless that creature's controller pays {2}.",Creature — Human Rebel,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/1/6/1656bd2a-e7ce-48b1-8fa1-5f470fe6058e.jpg?1562899243
4597,4597,7b7b3a34-13ff-45d4-ad0d-ac4bad9d0581,Soul Collector,魂の収集家,False,5,rare,"Flying
Whenever a creature dealt damage by Soul Collector this turn dies, return that card to the battlefield under your control.
Morph {B}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Vampire,3.0,4.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/e/c/ec78c0e8-a354-46d2-95ad-012f120c3df8.jpg?1562536662
4598,4598,8bc5546e-554f-430d-80b1-99578b5ea188,Soul Echo,魂の残響,False,2,rare,"Soul Echo enters the battlefield with X echo counters on it.
You don't lose the game for having 0 or less life.
At the beginning of your upkeep, sacrifice Soul Echo if there are no echo counters on it. Otherwise, target opponent may choose that for each 1 damage that would be dealt to you until your next upkeep, you remove an echo counter from Soul Echo instead.",Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/c/b/cb6f9427-ef5c-49fd-81e1-ddf130d69da0.jpg?1562721907
4599,4599,8186fd80-015f-470c-9e1c-cbf45764a057,Soul Feast,魂の饗宴,False,5,uncommon,Target player loses 4 life and you gain 4 life.,Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/a/2/a273c4f4-b156-4bf5-a33d-656a4e49a0ff.jpg?1562244579
4600,4600,8ea941aa-ee0c-4830-912a-0c672546aa0c,Soul Kiss,,False,3,common,"Enchant creature
{B}, Pay 1 life: Enchanted creature gets +2/+2 until end of turn. Activate no more than three times each turn.",Enchantment — Aura,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/4/2/42fbf6a5-86fe-41a3-891e-f72f11ad0aee.jpg?1562907253
4601,4601,bb81aa50-49db-4743-85fc-6b4d9ed29bc6,Soul Link,魂の結合,False,3,common,"Enchant creature
Whenever enchanted creature deals damage, you gain that much life.
Whenever enchanted creature is dealt damage, you gain that much life.",Enchantment — Aura,,,True,False,True,False,False,False,https://cards.scryfall.io/small/front/4/2/425e0ca4-8592-4802-b7c4-6e3323edd78c.jpg?1562910609
4602,4602,6021c2d6-d098-4de2-9c7e-4c571f9238f6,Soul Net,魂の網,False,1,uncommon,"Whenever a creature dies, you may pay {1}. If you do, you gain 1 life.",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/8/c/8ccacae0-f8db-45e0-b25a-35418fd24389.jpg?1559600485
4603,4603,80d233cc-7748-41a2-bfd6-2189d0136900,Soul Rend,霊魂奪取,False,2,uncommon,"Destroy target creature if it's white. A creature destroyed this way can't be regenerated.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/7/f/7fa084e1-05c2-4691-b9fe-3e3c717e5c9d.jpg?1562720249
4604,4604,d66e89a3-d582-4867-899c-f560b8a5b973,Soul Scourge,魂の災い魔,False,5,common,"Flying
When Soul Scourge enters the battlefield, target player loses 3 life.
When Soul Scourge leaves the battlefield, that player gains 3 life.",Creature — Nightmare Horror,3.0,2.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/4/a/4aa7d91b-cfbb-4da0-97fa-3c0a15f1dbb9.jpg?1562629621
4605,4605,d407abd0-69a9-405d-ab69-75b379a45780,Soul Sculptor,魂の彫刻家,False,3,rare,"{1}{W}, {T}: Target creature becomes an enchantment and loses all abilities until a player casts a creature spell.",Creature — Human,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/f/e/fe6ef073-1c83-47a4-b19d-86fb8bed5db9.jpg?1562948888
4606,4606,78dbcc18-291c-4b2c-9576-f8dc93914936,Soul Shepherd,魂の番人,False,2,common,"{W}, Exile a creature card from your graveyard: You gain 1 life.",Creature — Human Cleric,2.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/f/4/f45a39ba-5fbf-46c3-8dc7-3058ac6d24e8.jpg?1562804223
4607,4607,2894ef5e-738b-4ece-b143-6662d9453295,Soul Shred,引き裂かれた魂,False,5,common,Soul Shred deals 3 damage to target nonblack creature. You gain 3 life.,Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/9/9/990902d2-9594-4963-807c-48a90324d487.jpg?1562447345
4608,4608,fac310c7-c1e5-42f9-8140-17472be21d0d,Soul Strings,魂のひも,False,1,common,Return two target creature cards from your graveyard to your hand unless any player pays {X}.,Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/e/3/e34f9d1b-a89a-439f-8aa9-b96a1bf892eb.jpg?1562937506
4609,4609,f3fad295-1af2-4ecc-8546-b121ad6be27b,Soul Warden,魂の管理人,False,1,common,"Whenever another creature enters the battlefield, you gain 1 life.",Creature — Human Cleric,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/e/7/e78e31ef-0694-4e33-b7ac-ec2698bc3977.jpg?1562950168
4610,4610,2480e56e-365c-4656-9364-25408e896ac4,Soulcatcher,集魂者,False,2,uncommon,"Flying
Whenever a creature with flying dies, put a +1/+1 counter on Soulcatcher.",Creature — Bird Soldier,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/1/4/14d24d2f-699b-46d8-9353-45e6a67f99d2.jpg?1562898941
4611,4611,69565f6e-2e23-4cd8-bd21-1283e06729a3,Soulcatchers' Aerie,集魂者の住処,False,2,uncommon,"Whenever a Bird is put into your graveyard from the battlefield, put a feather counter on Soulcatchers' Aerie.
Bird creatures get +1/+1 for each feather counter on Soulcatchers' Aerie.",Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/b/3/b30df994-bb09-4d16-8443-223c6ce342dc.jpg?1562631545
4612,4612,624d4bda-448f-43d1-92b6-53a77afe2374,Souldrinker,魂飲み,False,4,uncommon,Pay 3 life: Put a +1/+1 counter on Souldrinker.,Creature — Spirit,2.0,2.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/0/7/07d2d0ff-e44e-427a-9d68-3ed2d51b1b86.jpg?1562052332
4613,4613,cbbcd3a3-6ddd-4511-a352-3055d0102e7c,Soulgorger Orgg,魂喰らいのオーグ,False,5,uncommon,"Trample
When Soulgorger Orgg enters the battlefield, you lose all but 1 life.
When Soulgorger Orgg leaves the battlefield, you gain life equal to the life you lost when it entered the battlefield.",Creature — Nightmare Orgg,6.0,6.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/8/a/8aef55b8-5813-4aff-a35d-4b3cbd4a9ffb.jpg?1562630832
4614,4614,27d98b94-a8a1-442b-8940-4ffab51b5164,Soulless One,魂無き者,False,4,uncommon,Soulless One's power and toughness are each equal to the number of Zombies on the battlefield plus the number of Zombie cards in all graveyards.,Creature — Zombie Avatar,0.0,0.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/c/8/c826d786-0d96-4f77-94ae-6907fbce51e0.jpg?1562942286
4615,4615,77ae796e-fc56-47b9-b8a0-97e24fbd60f7,Soulshriek,魂の悲鳴,False,1,common,"Target creature you control gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard. Sacrifice that creature at the beginning of the next end step.",Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/5/c/5c3bf717-2b88-4704-a7e9-f62dbb3d3d3d.jpg?1562719287
4616,4616,79de2319-078d-46db-9044-0088c623b73f,Southern Elephant,南蛮の象,False,4,common,,Creature — Elephant,3.0,4.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/8/7/87e138c7-1166-4e20-b039-e94c1319ad42.jpg?1562257038
4617,4617,cab96aa8-13e3-4dd4-9d44-9e298f807388,Southern Paladin,南の聖騎士,False,4,rare,"{W}{W}, {T}: Destroy target red permanent.",Creature — Human Knight,3.0,3.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/b/2/b2fa1570-3103-494c-8316-8f0bf484f22d.jpg?1562246220
4618,4618,131d2b70-959d-4814-b0c8-38031f141718,Sowing Salt,塩まき,False,4,uncommon,"Exile target nonbasic land. Search its controller's graveyard, hand, and library for all cards with the same name as that land and exile them. Then that player shuffles.",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/d/e/de2f7251-f71a-47d2-a779-c898d94e807c.jpg?1562445222
4619,4619,f427a1ed-d7ca-40e5-a759-a1096bad166d,Spark Mage,火花魔道士,False,1,uncommon,"Whenever Spark Mage deals combat damage to a player, you may have Spark Mage deal 1 damage to target creature that player controls.",Creature — Dwarf Wizard,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/c/f/cff5902e-2ca1-43bb-b636-c860b3d0b3f2.jpg?1562933871
4620,4620,c37f1921-7ac3-4185-8579-1dfdfe647ea2,Spark Spray,火花のしぶき,False,1,common,"Spark Spray deals 1 damage to any target.
Cycling {R} ({R}, Discard this card: Draw a card.)",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/f/6/f60d8716-4297-484c-8e02-c30ce2773a65.jpg?1562536945
4621,4621,84c912e8-6a92-47f7-88b6-e777bd0bb424,Sparkcaster,火花を散らすもの,False,4,uncommon,"When Sparkcaster enters the battlefield, return a red or green creature you control to its owner's hand.
When Sparkcaster enters the battlefield, it deals 1 damage to target player or planeswalker.",Creature — Kavu,5.0,3.0,False,False,False,True,True,False,https://cards.scryfall.io/small/front/d/a/daf442b3-fa39-4f6a-90a0-22dcd9df649c.jpg?1562941246
4622,4622,b27bc09a-ebea-498c-87f2-753852569a73,Sparksmith,火花鍛冶,False,2,common,"{T}: Sparksmith deals X damage to target creature and X damage to you, where X is the number of Goblins on the battlefield.",Creature — Goblin,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/1/5/15a4460d-3fe8-4b1f-9990-0a19c3345367.jpg?1562900172
4623,4623,c54879da-0f1d-4ad0-b082-95f0e4d35685,Sparring Golem,演習用ゴーレム,False,3,uncommon,"Whenever Sparring Golem becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.",Artifact Creature — Golem,2.0,2.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/d/8/d829d9de-83fa-4feb-8efc-0075315163c6.jpg?1562938416
4624,4624,52fc8217-5a14-40b5-a8fc-b6fc45af5f33,Spatial Binding,次元の枷,False,2,uncommon,"Pay 1 life: Until your next upkeep, target permanent can't phase out.",Enchantment,,,False,True,True,False,False,False,https://cards.scryfall.io/small/front/1/7/176d625f-1410-4ad6-a279-9a184fac6507.jpg?1562718295
4625,4625,f3bf22cf-0a6f-4fb6-ba82-63ce290308d6,Spawning Pool,産卵池,False,0,uncommon,"Spawning Pool enters the battlefield tapped.
{T}: Add {B}.
{1}{B}: Spawning Pool becomes a 1/1 black Skeleton creature with ""{B}: Regenerate this creature"" until end of turn. It's still a land. (If it regenerates, the next time it would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/4/3/43ffec42-57f7-4592-99ab-6284d59829a1.jpg?1562862802
4626,4626,af32ce11-c026-4135-b1e3-10c6aa15c72c,Specter's Wail,死霊の嘆き,False,2,common,Target player discards a card at random.,Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/d/1/d1637b62-e364-4250-aad5-841c6a47a11e.jpg?1562383040
4627,4627,539899f3-f3f2-4f7a-a6f6-e80d4a39f753,Spectral Bears,,False,2,uncommon,"Whenever Spectral Bears attacks, if defending player controls no black nontoken permanents, it doesn't untap during your next untap step.",Creature — Bear Spirit,3.0,3.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/d/4/d4c234ed-0e5d-4074-ad95-bba1744aca9a.jpg?1727573584
4628,4628,87d734bc-4e4d-4013-91ed-c6bf1dde824e,Spectral Guardian,実体なき守護者,False,4,rare,"As long as Spectral Guardian is untapped, noncreature artifacts have shroud. (They can't be the targets of spells or abilities.)",Creature — Spirit,2.0,3.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/2/a/2a0bea61-8fd2-4802-90b4-651bebbe9638.jpg?1562718323
