,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c
4270,4270,853b02e1-fc0a-413b-8381-88596624440f,Segovian Leviathan,セゴビアの大怪魚,False,5,uncommon,Islandwalk (This creature can't be blocked as long as defending player controls an Island.),Creature — Leviathan,3,3,False,True,False,False,False,False
4271,4271,8ad4f2fe-6d98-4279-a331-3817d40ae46d,Seismic Assault,突撃の地鳴り,False,3,rare,Discard a land card: Seismic Assault deals 2 damage to any target.,Enchantment,,,False,False,False,True,False,False
4272,4272,a1f7e43a-f126-47d8-bd59-339ae052e81b,Seismic Mage,地震の魔道士,False,4,rare,"{2}{R}, {T}, Discard a card: Destroy target land.",Creature — Human Spellshaper,1,1,False,False,False,True,False,False
4273,4273,2a6abd59-e448-46f1-9af8-bb9040645971,Seize the Day,今を生きる,False,4,rare,"Untap target creature. After this main phase, there is an additional combat phase followed by an additional main phase.
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,,False,False,False,True,False,False
4274,4274,550921f5-ec65-460d-9ada-f2c5a4c4b2c4,Seizures,,False,2,common,"Enchant creature
Whenever enchanted creature becomes tapped, Seizures deals 3 damage to that creature's controller unless that player pays {3}.",Enchantment — Aura,,,False,False,True,False,False,False
4275,4275,3db1ac09-e35a-4f50-97c4-f65dbc28daef,"Selenia, Dark Angel",闇の天使セレニア,False,5,rare,"Flying
Pay 2 life: Return Selenia, Dark Angel to its owner's hand.",Legendary Creature — Phyrexian Angel,3,3,True,False,True,False,False,False
4276,4276,78e875b1-e621-4bf0-ad81-24ed9e2b43f8,Selfless Exorcist,無私の浄霊者,False,5,rare,{T}: Exile target creature card from a graveyard. That card deals damage equal to its power to Selfless Exorcist.,Creature — Human Cleric,3,4,True,False,False,False,False,False
4277,4277,0561043a-3896-4bb1-8ff5-ee674ddfea2a,Sengir Autocrat,センギアの従臣,False,4,rare,"When Sengir Autocrat enters the battlefield, create three 0/1 black Serf creature tokens.
When Sengir Autocrat leaves the battlefield, exile all Serf tokens.",Creature — Human,2,2,False,False,True,False,False,False
4278,4278,ade8f21a-a7bb-4bd9-a7f2-9fa3060ff1e8,Sengir Bats,,False,3,common,"Flying
Whenever a creature dealt damage by Sengir Bats this turn dies, put a +1/+1 counter on Sengir Bats.",Creature — Bat,1,2,False,False,True,False,False,False
4279,4279,749141aa-f6c4-4ad8-b146-406e68ae9b0b,Sengir Vampire,センギアの吸血鬼,False,5,uncommon,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.",Creature — Vampire,4,4,False,False,True,False,False,False
4280,4280,c30e8efb-d097-4388-8d5c-1037ccc29fba,Sentinel,歩哨,False,4,rare,{0}: Change Sentinel's base toughness to 1 plus the power of target creature blocking or blocked by Sentinel. (This effect lasts indefinitely.),Artifact Creature — Shapeshifter,1,1,False,False,False,False,False,True
4281,4281,a1c50bd1-120d-44ac-af20-13a90fc991e6,Seraph,熾天使,False,7,rare,"Flying
Whenever a creature dealt damage by Seraph this turn dies, put that card onto the battlefield under your control at the beginning of the next end step. Sacrifice the creature when you lose control of Seraph.",Creature — Angel,4,4,True,False,False,False,False,False
4282,4282,f38b03dd-a200-48a6-ab65-fb2ac47456df,Serene Heart,心に静寂,False,2,common,Destroy all Auras.,Instant,,,False,False,False,False,True,False
4283,4283,6cef0548-6010-4781-8e83-431d014dd1da,Serene Offering,穏やかな捧げ物,False,2,uncommon,Destroy target enchantment. You gain life equal to its mana value.,Instant,,,True,False,False,False,False,False
4284,4284,e2ef027d-0ef7-4c8b-a594-3918290b02d9,Serene Sunset,穏やかな夕日,False,1,uncommon,Prevent all combat damage X target creatures would deal this turn.,Instant,,,False,False,False,False,True,False
4285,4285,f4f751c0-02dc-45a2-a4b0-980592509944,Serenity,静寂,False,2,rare,"At the beginning of your upkeep, destroy all artifacts and enchantments. They can't be regenerated.",Enchantment,,,True,False,False,False,False,False
4286,4286,3bc7d3a7-ddb4-4eaa-882e-404d8f2926fb,Serpent Assassin,蛇人間の暗殺者,False,5,rare,"When Serpent Assassin enters the battlefield, you may destroy target nonblack creature.",Creature — Snake Assassin,2,2,False,False,True,False,False,False
4287,4287,0e3a11f4-c880-4932-bc7e-7aea8a9472bc,Serpent Generator,毒蛇製造器,False,6,rare,"{4}, {T}: Create a 1/1 colorless Snake artifact creature token. It has ""Whenever this creature deals damage to a player, that player gets a poison counter."" (A player with ten or more poison counters loses the game.)",Artifact,,,False,False,False,False,False,True
4288,4288,fe249f27-db6c-4826-836e-a04efb1a3eaa,Serpent Warrior,蛇人間の戦士,False,3,common,"When Serpent Warrior enters the battlefield, you lose 3 life.",Creature — Snake Warrior,3,3,False,False,True,False,False,False
4289,4289,bf0f3d2a-6b6a-4822-888d-1d897a8b5aea,Serpentine Basilisk,うねるバジリスク,False,4,uncommon,"Whenever Serpentine Basilisk deals combat damage to a creature, destroy that creature at end of combat.
Morph {1}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Basilisk,2,3,False,False,False,False,True,False
4290,4290,cf252d71-77e7-438f-b774-28e5ab2f09f6,Serpentine Kavu,うねるカヴー,False,5,common,{R}: Serpentine Kavu gains haste until end of turn.,Creature — Kavu,4,4,False,False,False,False,True,False
4291,4291,4c67292a-7fcc-4646-8a06-99a7b4b3e005,Serra Advocate,セラの代言者,False,4,uncommon,"Flying
{T}: Target attacking or blocking creature gets +2/+2 until end of turn.",Creature — Angel,2,2,True,False,False,False,False,False
4292,4292,4b7ac066-e5c7-43e6-9e7e-2739b24a905d,Serra Angel,セラの天使,False,5,uncommon,"Flying, vigilance",Creature — Angel,4,4,True,False,False,False,False,False
4293,4293,c363725f-15cf-4955-aaf1-536b1f8daaed,Serra Avatar,セラのアバター,False,7,rare,"Serra Avatar's power and toughness are each equal to your life total.
When Serra Avatar is put into a graveyard from anywhere, shuffle it into its owner's library.",Creature — Avatar,0,0,True,False,False,False,False,False
4294,4294,7a06483b-e71c-4d11-86ea-3b48e2a9cdaf,Serra Aviary,,False,4,rare,Creatures with flying get +1/+1.,World Enchantment,,,True,False,False,False,False,False
4295,4295,320d8f2b-005d-4769-80d2-f46d96afffe7,Serra Bestiary,セラの獣小屋,False,2,uncommon,"Enchant creature
At the beginning of your upkeep, sacrifice Serra Bestiary unless you pay {W}{W}.
Enchanted creature can't attack or block, and its activated abilities with {T} in their costs can't be activated.",Enchantment — Aura,,,True,False,False,False,False,False
4296,4296,3c6a32e8-0c2a-45cb-8b79-c7f022fe5129,Serra Inquisitors,,False,5,uncommon,"Whenever Serra Inquisitors blocks or becomes blocked by one or more black creatures, Serra Inquisitors gets +2/+0 until end of turn.",Creature — Human Cleric,3,3,True,False,False,False,False,False
4297,4297,2fdbbca7-d1d0-4834-84df-2c2d9953f83a,Serra Paladin,セラの聖騎士,False,4,uncommon,"{T}: Prevent the next 1 damage that would be dealt to any target this turn.
{1}{W}{W}, {T}: Target creature gains vigilance until end of turn.",Creature — Human Knight,2,2,True,False,False,False,False,False
4298,4298,989a7353-8d3d-4ea2-ab5e-8535d95dddae,Serra Zealot,セラの盲信者,False,1,common,First strike,Creature — Human Soldier,1,1,True,False,False,False,False,False
4299,4299,49cdd05c-feeb-4c24-9d88-069f5d2e08c3,Serra's Blessing,セラの祝福,False,2,uncommon,Creatures you control have vigilance. (Attacking doesn't cause them to tap.),Enchantment,,,True,False,False,False,False,False
4300,4300,6d6ba936-4a15-4c40-aaa6-71605fb732d1,Serra's Embrace,セラの抱擁,False,4,uncommon,"Enchant creature
Enchanted creature gets +2/+2 and has flying and vigilance.",Enchantment — Aura,,,True,False,False,False,False,False
4301,4301,66a3ffde-4c81-4798-b99b-a6cc3a93c3e3,Serra's Hymn,セラの聖歌,False,1,uncommon,"At the beginning of your upkeep, you may put a verse counter on Serra's Hymn.
Sacrifice Serra's Hymn: Prevent the next X damage that would be dealt this turn to any number of targets, divided as you choose, where X is the number of verse counters on Serra's Hymn.",Enchantment,,,True,False,False,False,False,False
4302,4302,17b7b7e4-4ae8-495d-bf0c-d18697f250ea,Serra's Liturgy,セラの儀式文,False,4,rare,"At the beginning of your upkeep, you may put a verse counter on Serra's Liturgy.
{W}, Sacrifice Serra's Liturgy: Destroy up to X target artifacts and/or enchantments, where X is the number of verse counters on Serra's Liturgy.",Enchantment,,,True,False,False,False,False,False
4303,4303,34187c71-6033-4058-aadc-2bc266f762be,Serra's Sanctum,セラの聖域,False,0,rare,{T}: Add {W} for each enchantment you control.,Legendary Land,,,False,False,False,False,False,True
4304,4304,5fa4607a-6731-4599-80f3-19d6097b4b28,Serrated Arrows,鋸刃の矢,False,4,common,"Serrated Arrows enters the battlefield with three arrowhead counters on it.
At the beginning of your upkeep, if there are no arrowhead counters on Serrated Arrows, sacrifice it.
{T}, Remove an arrowhead counter from Serrated Arrows: Put a -1/-1 counter on target creature.",Artifact,,,False,False,False,False,False,True
4305,4305,c8552706-83f2-41d7-8068-75891abb8bde,Serrated Biskelion,ギザギザ・バイスケリオン,False,3,uncommon,{T}: Put a -1/-1 counter on Serrated Biskelion and a -1/-1 counter on target creature.,Artifact Creature — Construct,2,2,False,False,False,False,False,True
4306,4306,4e389b61-7b31-42ba-a19b-2502f63fd34a,Servant of Volrath,ヴォルラスの召使い,False,3,common,"When Servant of Volrath leaves the battlefield, sacrifice a creature.",Creature — Minion,3,3,False,False,True,False,False,False
4307,4307,76fe7cfa-c3db-4122-b262-f7c5c90fcdd7,Seton's Desire,シートンの願望,False,3,common,"Enchant creature
Enchanted creature gets +2/+2.
Threshold — As long as seven or more cards are in your graveyard, all creatures able to block enchanted creature do so.",Enchantment — Aura,,,False,False,False,False,True,False
4308,4308,7b2a32ca-ef5b-40a5-acf7-aefac1d09e5b,Seton's Scout,シートンの斥候,False,2,uncommon,"Reach (This creature can block creatures with flying.)
Threshold — Seton's Scout gets +2/+2 as long as seven or more cards are in your graveyard.",Creature — Centaur Druid Scout Archer,2,1,False,False,False,False,True,False
4309,4309,48d9747f-f9eb-4f71-93c9-e5151a7ff3ea,"Seton, Krosan Protector",クローサの庇護者シートン,False,3,rare,Tap an untapped Druid you control: Add {G}.,Legendary Creature — Centaur Druid,2,2,False,False,False,False,True,False
4310,4310,577d027a-96c3-46fe-880b-f8b5dd3f3a3d,Sever Soul,霊魂切断,False,5,common,Destroy target nonblack creature. It can't be regenerated. You gain life equal to its toughness.,Sorcery,,,False,False,True,False,False,False
4311,4311,34a8a658-a5f6-406f-99d8-c32ea2e26202,Severed Legion,切り刻まれた軍勢,False,3,common,Fear (This creature can't be blocked except by artifact creatures and/or black creatures.),Creature — Zombie,2,2,False,False,True,False,False,False
4312,4312,bf526a0d-65cc-445f-b2b8-19a2cfdd836b,Sewer Rats,下水ネズミ,False,1,common,"{B}, Pay 1 life: Sewer Rats gets +1/+0 until end of turn. Activate no more than three times each turn.",Creature — Rat,1,1,False,False,True,False,False,False
4313,4313,2482f98a-eadf-450d-9e73-fc441b572862,Sewers of Estark,,False,4,rare,"Choose target creature. If it's attacking, it can't be blocked this turn. If it's blocking, prevent all combat damage that would be dealt this combat by it and each creature it's blocking.",Instant,,,False,False,True,False,False,False
4314,4314,05861ff2-ec85-43d1-b641-c5d2da819c03,Shackles,手かせ,False,3,common,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
{W}: Return Shackles to its owner's hand.",Enchantment — Aura,,,True,False,False,False,False,False
4315,4315,6b4a4de7-ec26-45ab-a460-e6c005000bf0,Shade's Breath,影の息,False,2,uncommon,"Until end of turn, each creature you control becomes a black Shade and gains ""{B}: This creature gets +1/+1 until end of turn.""",Instant,,,False,False,True,False,False,False
4316,4316,682a6d77-e8cd-4bf2-b777-7793101e0fd3,Shade's Form,影の形態,False,3,common,"Enchant creature
Enchanted creature has ""{B}: This creature gets +1/+1 until end of turn.""
When enchanted creature dies, return that card to the battlefield under your control.",Enchantment — Aura,,,False,False,True,False,False,False
4317,4317,cdda63d7-e3ea-455c-b7d4-c6cfdda2703c,Shadow Guildmage,祭影師ギルドの魔道士,False,1,common,"{U}, {T}: Put target creature you control on top of its owner's library.
{R}, {T}: Shadow Guildmage deals 1 damage to any target and 1 damage to you.",Creature — Human Wizard,1,1,False,False,True,False,False,False
4318,4318,a518b31a-7e9a-460d-839f-39cb1de4f570,Shadow Rider,影の乗り手,False,4,common,"Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",Creature — Knight,3,3,False,False,True,False,False,False
4319,4319,66810ef7-ea3a-4afa-92f0-b21ec52cc8d0,Shadow Rift,シャドーの裂け目,False,1,common,"Target creature gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)
Draw a card.",Instant,,,False,True,False,False,False,False
4320,4320,9e9ec33b-b923-40e5-81a8-e1e78df63ec7,Shadowbane,影封じ,False,2,uncommon,"The next time a source of your choice would deal damage to you and/or creatures you control this turn, prevent that damage. If damage from a black source is prevented this way, you gain that much life.",Instant,,,True,False,False,False,False,False
4321,4321,9b58e7fa-4259-4d6b-8b5d-33fb37fe489f,Shadowblood Egg,シャドーブラッドの卵,False,1,uncommon,"{2}, {T}, Sacrifice Shadowblood Egg: Add {B}{R}. Draw a card.",Artifact,,,False,False,False,False,False,True
4322,4322,15687ee3-3cdb-4a8f-a726-46b73bceb792,Shadowblood Ridge,シャドーブラッドの尾根,False,0,rare,"{1}, {T}: Add {B}{R}.",Land,,,False,False,False,False,False,True
4323,4323,3a6f886b-2043-47e9-9c0f-f7913a6fa67d,Shadowmage Infiltrator,影魔道士の浸透者,False,3,rare,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Whenever Shadowmage Infiltrator deals combat damage to a player, you may draw a card.",Creature — Human Wizard,1,3,False,True,True,False,False,False
4324,4324,6e66e983-6349-428b-b511-8738c03ef8fc,Shadowstorm,影の嵐,False,1,uncommon,Shadowstorm deals 2 damage to each creature with shadow.,Sorcery,,,False,False,False,True,False,False
4325,4325,b90e370a-5080-485e-a957-93d5f60e6cdb,Shaleskin Bruiser,泥岩皮の暴れ者,False,7,uncommon,"Trample
Whenever Shaleskin Bruiser attacks, it gets +3/+0 until end of turn for each other attacking Beast.",Creature — Beast,4,4,False,False,False,True,False,False
4326,4326,859502df-127f-4577-88c0-923119d37b9d,Shaleskin Plower,泥岩皮の根こそぎ獣,False,4,common,"Morph {4}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Shaleskin Plower is turned face up, destroy target land.",Creature — Beast,3,2,False,False,False,True,False,False
4327,4327,9843d8a6-bcbf-40c2-8c41-316e97db9c62,Shallow Grave,浅すぎる墓穴,False,2,rare,Return the top creature card of your graveyard to the battlefield. That creature gains haste until end of turn. Exile it at the beginning of the next end step.,Instant,,,False,False,True,False,False,False
4328,4328,4d9d5dbb-25ab-41a5-a277-3ee5f9ef579b,Shaman en-Kor,コーのシャーマン,False,2,rare,"{0}: The next 1 damage that would be dealt to Shaman en-Kor this turn is dealt to target creature you control instead.
{1}{W}: The next time a source of your choice would deal damage to target creature this turn, that damage is dealt to Shaman en-Kor instead.",Creature — Kor Cleric Shaman,1,2,True,False,False,False,False,False
4329,4329,619d8d81-9e10-4353-b30d-a0f9c3451cd2,Shaman's Trance,シャーマンの恍惚,False,3,rare,Other players can't play lands or cast spells from their graveyards this turn. You may play lands and cast spells from other players' graveyards this turn as though those cards were in your graveyard.,Instant,,,False,False,False,True,False,False
4330,4330,fd65468c-d75a-4be2-8a0c-9c4e808e3dd0,Shambling Strider,,False,6,common,{R}{G}: Shambling Strider gets +1/-1 until end of turn.,Creature — Yeti,5,5,False,False,False,False,True,False
4331,4331,7807122e-917f-4a79-876e-d1c10f7a38ed,Shambling Swarm,よろめく大群,False,4,rare,"When Shambling Swarm dies, distribute three -1/-1 counters among one, two, or three target creatures. For each -1/-1 counter you put on a creature this way, remove a -1/-1 counter from that creature at the beginning of the next end step.",Creature — Horror,3,3,False,False,True,False,False,False
4332,4332,998484cc-fefc-4da5-9987-5d6e89599c34,Shanodin Dryads,シャノーディンのドライアド,False,1,common,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),Creature — Nymph Dryad,1,1,False,False,False,False,True,False
4333,4333,dfbce321-d3c1-4b76-a3fa-27f875015085,Shaper Guildmage,造物師ギルドの魔道士,False,1,common,"{W}, {T}: Target creature gains first strike until end of turn.
{B}, {T}: Target creature gets +1/+0 until end of turn.",Creature — Human Wizard,1,1,False,True,False,False,False,False
4334,4334,82a6d89d-9215-4540-b7d5-26cdd6afb05b,Shapeshifter,多相の戦士,False,6,uncommon,"As Shapeshifter enters the battlefield, choose a number between 0 and 7.
At the beginning of your upkeep, you may choose a number between 0 and 7.
Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number.",Artifact Creature — Shapeshifter,0,7,False,False,False,False,False,True
4335,4335,3b629793-0efb-4d60-9d82-38b7b400abfd,Shard Phoenix,陶片のフェニックス,False,5,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Sacrifice Shard Phoenix: It deals 2 damage to each creature without flying.
{R}{R}{R}: Return Shard Phoenix from your graveyard to your hand. Activate only during your upkeep.",Creature — Phoenix,2,2,False,False,False,True,False,False
4336,4336,64d022ab-5222-4a7a-ab8a-89749560f666,Shared Triumph,共同の功績,False,2,rare,"As Shared Triumph enters the battlefield, choose a creature type.
Creatures of the chosen type get +1/+1.",Enchantment,,,True,False,False,False,False,False
4337,4337,84d32e68-72b9-432d-a023-7bc6a26b8ad0,Shatter,粉砕,False,2,common,Destroy target artifact.,Instant,,,False,False,False,True,False,False
4338,4338,77bef290-7229-420a-a5c6-8c1b6fea63df,Shattered Crypt,暴かれた墓所,False,2,common,Return X target creature cards from your graveyard to your hand. You lose X life.,Sorcery,,,False,False,True,False,False,False
4339,4339,77953b7a-813e-45f5-ad7f-ab72a79a0112,Shattering Pulse,破壊的脈動,False,2,common,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Destroy target artifact.",Instant,,,False,False,False,True,False,False
4340,4340,96ce2403-4607-440a-92ae-80aceb458c5d,Shatterstorm,粉砕の嵐,False,4,uncommon,Destroy all artifacts. They can't be regenerated.,Sorcery,,,False,False,False,True,False,False
4341,4341,5cf1d7c3-6ebe-440b-88c8-33b7f6aa0d7c,Shauku's Minion,ショークーの下僕,False,3,uncommon,"{B}{R}, {T}: Shauku's Minion deals 2 damage to target white creature.",Creature — Human Minion,2,2,False,False,True,True,False,False
4342,4342,49478593-29ff-4e5a-b1e8-6462c2d6176d,"Shauku, Endbringer",終末を招く者ショークー,False,7,rare,"Flying
Shauku, Endbringer can't attack if there's another creature on the battlefield.
At the beginning of your upkeep, you lose 3 life.
{T}: Exile target creature and put a +1/+1 counter on Shauku.",Legendary Creature — Vampire,5,5,False,False,True,False,False,False
4343,4343,c1909d70-d8f4-4c54-8587-0a910f123238,Shelter,避難,False,2,common,"Target creature you control gains protection from the color of your choice until end of turn.
Draw a card.",Instant,,,True,False,False,False,False,False
4344,4344,cd535fa3-6fd8-4227-97fd-3ef07cb0598d,Sheltered Valley,,False,0,rare,"If Sheltered Valley would enter the battlefield, instead sacrifice each other permanent named Sheltered Valley you control, then put Sheltered Valley onto the battlefield.
At the beginning of your upkeep, if you control three or fewer lands, you gain 1 life.
{T}: Add {C}.",Land,,,False,False,False,False,False,True
4345,4345,44075eea-ab9d-4252-b77c-597d19a10fc4,Sheltering Prayers,防護の祈り,False,1,rare,Basic lands each player controls have shroud as long as that player controls three or fewer lands. (They can't be the targets of spells or abilities.),Enchantment,,,True,False,False,False,False,False
4346,4346,af18e496-fef9-4869-867b-bdac653cafd0,Shepherd of Rot,腐敗を導く者,False,2,common,{T}: Each player loses 1 life for each Zombie on the battlefield.,Creature — Zombie Cleric,1,1,False,False,True,False,False,False
4347,4347,75decba6-d188-4144-8e74-58285be0fe9f,Shield Bearer,盾持ち,False,2,common,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",Creature — Human Soldier,0,3,True,False,False,False,False,False
4348,4348,0ca9c400-c62a-49d8-8dce-5caca7f92ed9,Shield Dancer,盾の踊り手,False,3,uncommon,"{2}{W}: The next time target attacking creature would deal combat damage to Shield Dancer this turn, that creature deals that damage to itself instead.",Creature — Human Rebel,1,3,True,False,False,False,False,False
4349,4349,98e7bfd4-fcb6-47b1-ad0b-c54b85dc2a79,Shield Mate,盾の戦友,False,1,common,Sacrifice Shield Mate: Target creature gets +0/+4 until end of turn.,Creature — Human Soldier,1,1,True,False,False,False,False,False
4350,4350,df9ec9b0-be22-4136-923b-11a71ca4b6c2,Shield Sphere,,False,0,uncommon,"Defender
Whenever Shield Sphere blocks, put a -0/-1 counter on it.",Artifact Creature — Wall,0,6,False,False,False,False,False,True
4351,4351,8148eaa4-6fde-41f2-9b87-ccfc4d8e822f,Shield Wall,盾の壁,False,2,common,Creatures you control get +0/+2 until end of turn.,Instant,,,True,False,False,False,False,False
4352,4352,1c64ab87-1da1-4b07-a3f2-73631ae3d501,Shield of Duty and Reason,義務と道理の盾,False,1,common,"Enchant creature
Enchanted creature has protection from green and from blue.",Enchantment — Aura,,,True,False,False,False,False,False
4353,4353,65164450-b477-4096-8146-ebb80a709787,Shield of the Ages,,False,2,uncommon,{2}: Prevent the next 1 damage that would be dealt to you this turn.,Artifact,,,False,False,False,False,False,True
4354,4354,57188b3d-567c-4dff-8b93-7cc7a47894be,Shieldmage Advocate,防衛魔道士の代言者,False,3,common,{T}: Return target card from an opponent's graveyard to their hand. Prevent all damage that would be dealt to any target this turn by a source of your choice.,Creature — Human Cleric,1,3,True,False,False,False,False,False
4355,4355,943bbe5b-76cd-478d-a1fe-d4e557df3469,Shieldmage Elder,防衛魔道士の古老,False,6,uncommon,"Tap two untapped Clerics you control: Prevent all damage target creature would deal this turn.
Tap two untapped Wizards you control: Prevent all damage target spell would deal this turn.",Creature — Human Cleric Wizard,2,3,True,False,False,False,False,False
4356,4356,4634fd4e-5b38-4cfb-ab73-bf3b14b3bdee,Shifting Sky,変容する大空,False,3,uncommon,"As Shifting Sky enters the battlefield, choose a color.
All nonland permanents are the chosen color.",Enchantment,,,False,True,False,False,False,False
4357,4357,6a262f53-2eea-45d0-8189-9222d66f1b52,Shifting Sliver,変容スリヴァー,False,4,uncommon,Slivers can't be blocked except by Slivers.,Creature — Sliver,2,2,False,True,False,False,False,False
4358,4358,7c852dfe-8238-461e-814e-9667807f2cf5,Shifting Wall,変容する壁,False,0,uncommon,"Defender (This creature can't attack.)
Shifting Wall enters the battlefield with X +1/+1 counters on it.",Artifact Creature — Wall,0,0,False,False,False,False,False,True
4359,4359,b9be00a5-448f-4c90-b9ca-b30bcdfe95f2,Shifty Doppelganger,変容するドッペルゲンガー,False,3,rare,"{3}{U}, Exile Shifty Doppelganger: You may put a creature card from your hand onto the battlefield. If you do, that creature gains haste until end of turn. At the beginning of the next end step, sacrifice that creature. If you do, return Shifty Doppelganger to the battlefield.",Creature — Shapeshifter,1,1,False,True,False,False,False,False
4360,4360,09b9e6fd-7a61-4ed4-a121-61b64fbf03f4,Shimian Night Stalker,シミアの夜魔,False,5,uncommon,"{B}, {T}: All damage that would be dealt to you this turn by target attacking creature is dealt to Shimian Night Stalker instead.",Creature — Nightstalker,4,4,False,False,True,False,False,False
4361,4361,f557fb2c-581b-4a8d-8766-1e46e92224fa,Shimmer,蜃気楼,False,4,rare,"As Shimmer enters the battlefield, choose a land type.
Each land of the chosen type has phasing. (It phases in or out before its controller untaps during each of their untap steps. While it's phased out, it's treated as though it doesn't exist.)",Enchantment,,,False,True,False,False,False,False
4362,4362,94674840-c73c-4659-80b9-11140d1deaa3,Shimmering Barrier,ゆらめく障壁,False,2,uncommon,"Defender (This creature can't attack.)
First strike
Cycling {2} ({2}, Discard this card: Draw a card.)",Creature — Wall,1,3,True,False,False,False,False,False
4363,4363,34f52d00-301d-4065-a86b-8393b4c6e99d,Shimmering Efreet,蜃気楼のイフリート,False,3,uncommon,"Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
Whenever Shimmering Efreet phases in, target creature phases out. (It phases in before its controller untaps during their next untap step.)",Creature — Efreet,2,2,False,True,False,False,False,False
4364,4364,d1720ddc-d6ad-4d78-8dd7-29539bbb73da,Shimmering Mirage,ゆらめく蜃気楼,False,2,common,"Target land becomes the basic land type of your choice until end of turn.
Draw a card.",Instant,,,False,True,False,False,False,False
4365,4365,7d892d61-5a69-4500-9fb2-7cf50728aedd,Shimmering Wings,ゆらめく翼,False,1,common,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature has flying. (It can't be blocked except by creatures with flying or reach.)
{U}: Return Shimmering Wings to its owner's hand.",Enchantment — Aura,,,False,True,False,False,False,False
4366,4366,e41162bf-1a4f-4e69-870a-faf9836c56d5,Shiv's Embrace,シヴの猛竜,False,4,uncommon,"Enchant creature
Enchanted creature gets +2/+2 and has flying.
{R}: Enchanted creature gets +1/+0 until end of turn.",Enchantment — Aura,,,False,False,False,True,False,False
4367,4367,711eea87-0fa3-46e0-a42b-fa5a86455f04,Shivan Dragon,シヴ山のドラゴン,False,6,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{R}: Shivan Dragon gets +1/+0 until end of turn.",Creature — Dragon,5,5,False,False,False,True,False,False
4368,4368,1b885600-def1-4b2c-a6cb-02df34d58a1b,Shivan Emissary,シヴの使者,False,3,uncommon,"Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.)
When Shivan Emissary enters the battlefield, if it was kicked, destroy target nonblack creature. It can't be regenerated.",Creature — Human Wizard,1,1,False,False,False,True,False,False
4369,4369,e90a1381-c9c1-4f57-928c-5d19dc065274,Shivan Gorge,シヴの地溝,False,0,rare,"{T}: Add {C}.
{2}{R}, {T}: Shivan Gorge deals 1 damage to each opponent.",Legendary Land,,,False,False,False,False,False,True
4370,4370,27c3d7cd-f92e-4203-9fb5-f6b4776f6ffd,Shivan Harvest,シヴの収穫,False,2,uncommon,"{1}{R}, Sacrifice a creature: Destroy target nonbasic land.",Enchantment,,,False,False,False,True,False,False
4371,4371,069be6a0-9545-4fdc-ad40-957fe307db7a,Shivan Hellkite,シヴの抱擁,False,7,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{1}{R}: Shivan Hellkite deals 1 damage to any target.",Creature — Dragon,5,5,False,False,False,True,False,False
4372,4372,9b64c0f4-b917-4a0d-b033-30ab71aab807,Shivan Oasis,シヴのオアシス,False,0,uncommon,"Shivan Oasis enters the battlefield tapped.
{T}: Add {R} or {G}.",Land,,,False,False,False,False,False,True
4373,4373,49ca8516-624b-4aa8-8e13-d145590cdfda,Shivan Phoenix,シヴのフェニックス,False,6,rare,"Flying
When Shivan Phoenix dies, return Shivan Phoenix to its owner's hand.",Creature — Phoenix,3,4,False,False,False,True,False,False
4374,4374,bc01d36b-dea3-47d4-afdf-0dbbba7ca7b2,Shivan Raptor,シヴのヘルカイト,False,3,uncommon,"First strike, haste
Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)",Creature — Dinosaur,3,1,False,False,False,True,False,False
4375,4375,0fe16212-66c3-4e45-a641-7391e9b2e304,Shivan Reef,シヴの浅瀬,False,0,rare,"{T}: Add {C}.
{T}: Add {U} or {R}. Shivan Reef deals 1 damage to you.",Land,,,False,False,False,False,False,True
